elapsed.time.hms,sample.calib,substrate,rep,treatment,conc.uM,RFU
20:32:00,standard,pro-amc,NA,buffer,800,169092.68
20:32:00,standard,orn-amc,NA,buffer,800,676137.62
20:32:00,standard,phe-arg-amc,NA,buffer,800,493825
20:32:00,standard,phe-val-arg-amc,NA,buffer,800,506176.96
20:32:00,standard,mub-std,NA,buffer,40,401069.21
20:32:00,standard,amc-std,NA,buffer,40,6778903
23:46:00,sample,mub-po4,1,live,800,5958.35
23:46:00,sample,mub-po4,2,live,800,5986
23:46:00,sample,mub-po4,3,live,800,5508.5
23:46:00,sample,mub-xylo,1,live,800,263.16
23:46:00,sample,mub-xylo,2,live,800,261.24
23:46:00,sample,mub-xylo,3,live,800,248.35
23:46:00,sample,mub-cell,1,live,800,260.69
23:46:00,sample,mub-cell,2,live,800,274.56
23:46:00,sample,mub-cell,3,live,800,267.59
23:46:00,sample,mub-nag,1,live,800,632.49
23:46:00,sample,mub-nag,2,live,800,543.29
23:46:00,sample,mub-nag,3,live,800,426.64
23:46:00,sample,mub-b-glu,1,live,800,1175.51
23:46:00,sample,mub-b-glu,2,live,800,1392.4
23:46:00,sample,mub-b-glu,3,live,800,1077.83
23:46:00,sample,mub-a-glu,1,live,800,6717.06
23:46:00,sample,mub-a-glu,2,live,800,297.04
23:46:00,sample,mub-a-glu,3,live,800,94.65
23:46:00,sample,leu-amc,1,live,800,1330.51
23:46:00,sample,leu-amc,2,live,800,1129.95
23:46:00,sample,leu-amc,3,live,800,733.1
23:46:00,sample,arg-amc,1,live,800,959.26
23:46:00,sample,arg-amc,2,live,800,1179.79
23:46:00,sample,arg-amc,3,live,800,1346.07
23:46:00,sample,pro-amc,1,live,800,496.53
23:46:00,sample,pro-amc,2,live,800,782.95
23:46:00,sample,pro-amc,3,live,800,424.25
23:46:00,sample,orn-amc,1,live,800,1745.64
23:46:00,sample,orn-amc,2,live,800,1415.28
23:46:00,sample,orn-amc,3,live,800,1324.46
23:46:00,sample,phe-arg-amc,1,live,800,826.78
23:46:00,sample,phe-arg-amc,2,live,800,862.71
23:46:00,sample,phe-arg-amc,3,live,800,756.45
23:46:00,sample,phe-val-arg-amc,1,live,800,1477.95
23:46:00,sample,phe-val-arg-amc,2,live,800,1536.28
23:46:00,sample,phe-val-arg-amc,3,live,800,1898.67
23:46:00,sample,mub-po4,1,killed,800,3153.87
23:46:00,sample,mub-po4,2,killed,800,3565.96
23:46:00,sample,mub-po4,3,killed,800,3151.85
23:46:00,sample,mub-xylo,1,killed,800,534.56
23:46:00,sample,mub-xylo,2,killed,800,432.78
23:46:00,sample,mub-xylo,3,killed,800,409.29
23:46:00,sample,mub-cell,1,killed,800,550.97
23:46:00,sample,mub-cell,2,killed,800,728.75
23:46:00,sample,mub-cell,3,killed,800,355.99
23:46:00,sample,mub-nag,1,killed,800,606.4
23:46:00,sample,mub-nag,2,killed,800,597.23
23:46:00,sample,mub-nag,3,killed,800,628.5
23:46:00,sample,mub-b-glu,1,killed,800,442.59
23:46:00,sample,mub-b-glu,2,killed,800,431.39
23:46:00,sample,mub-b-glu,3,killed,800,346.58
23:46:00,sample,mub-a-glu,1,killed,800,481.16
23:46:00,sample,mub-a-glu,2,killed,800,289.22
23:46:00,sample,mub-a-glu,3,killed,800,50.59
23:46:00,sample,leu-amc,1,killed,800,1195.6
23:46:00,sample,leu-amc,2,killed,800,1066.41
23:46:00,sample,leu-amc,3,killed,800,822.7
23:46:00,sample,arg-amc,1,killed,800,685.27
23:46:00,sample,arg-amc,2,killed,800,755.03
23:46:00,sample,arg-amc,3,killed,800,763.71
23:46:00,sample,pro-amc,1,killed,800,721.82
23:46:00,sample,pro-amc,2,killed,800,808
23:46:00,sample,pro-amc,3,killed,800,594.82
23:46:00,sample,orn-amc,1,killed,800,3393.73
23:46:00,sample,orn-amc,2,killed,800,4292.84
23:46:00,sample,orn-amc,3,killed,800,1575.62
23:46:00,sample,phe-arg-amc,1,killed,800,1049.24
23:46:00,sample,phe-arg-amc,2,killed,800,672.87
23:46:00,sample,phe-arg-amc,3,killed,800,229.72
23:46:00,sample,phe-val-arg-amc,1,killed,800,830.42
23:46:00,sample,phe-val-arg-amc,2,killed,800,861.21
23:46:00,sample,phe-val-arg-amc,3,killed,800,208.88
23:46:00,standard,mub-po4,NA,buffer,800,155026.56
23:46:00,standard,mub-xylo,NA,buffer,800,7997.57
23:46:00,standard,mub-cell,NA,buffer,800,10817.16
23:46:00,standard,mub-nag,NA,buffer,800,11565.62
23:46:00,standard,mub-b-glu,NA,buffer,800,3138.68
23:46:00,standard,mub-a-glu,NA,buffer,800,4870.78
23:46:00,standard,leu-amc,NA,buffer,800,162751.12
23:46:00,standard,arg-amc,NA,buffer,800,223438.65
23:46:00,standard,pro-amc,NA,buffer,800,172649.95
23:46:00,standard,orn-amc,NA,buffer,800,686311.06
23:46:00,standard,phe-arg-amc,NA,buffer,800,487140.56
23:46:00,standard,phe-val-arg-amc,NA,buffer,800,512937.31
23:46:00,standard,mub-std,NA,buffer,40,445035.28
23:46:00,standard,amc-std,NA,buffer,40,6772869
